Age,Sex,Education,Native Country,Race,Marital Status,Work Class,Occupation,Hours Per Week,Income,Capital Gain,Capital Loss
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Small,None,None
Middle-aged,Male,HS-grad,Columbia,White,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,Full-time,Small,None,None
Senior,Male,Some-college,United-States,White,Divorced,Self-emp-not-inc,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,Low,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Craft-repair,Part-time,Small,None,None
Senior,Female,9th,United-States,White,Divorced,Private,Other-service,Full-time,Small,None,Low
Middle-aged,Male,HS-grad,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Divorced,Local-gov,Protective-serv,Workaholic,Small,None,None
Young,Female,Some-college,United-States,Black,Never-married,Private,Sales,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Adm-clerical,Over-time,Small,None,None
Middle-aged,Male,Prof-school,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Transport-moving,Over-time,Large,None,None
Middle-aged,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,High,None
Middle-aged,Male,9th,United-States,White,Married-civ-spouse,Local-gov,Craft-repair,Part-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Doctorate,United-States,White,Married-civ-spouse,State-gov,Prof-specialty,Over-time,Large,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Adm-clerical,Part-time,Small,Low,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Senior,Male,Masters,United-States,White,Divorced,State-gov,Prof-specialty,Full-time,Small,None,Low
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,High,None
Middle-aged,Male,7th-8th,Guatemala,White,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Old,Female,HS-grad,United-States,White,Married-civ-spouse,Self-emp-inc,Adm-clerical,Full-time,Large,None,None
Senior,Male,7th-8th,Dominican-Republic,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Never-married,Private,Sales,Over-time,Small,None,None
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Sales,Part-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Over-time,Large,High,None
Middle-aged,Male,Some-college,United-States,White,Divorced,Private,Transport-moving,Over-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Middle-aged,Male,Doctorate,United-States,White,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,Full-time,Large,High,None
Senior,Female,HS-grad,United-States,White,Divorced,Private,Sales,Part-time,Small,None,None
Middle-aged,Male,Assoc-acdm,Vietnam,Asian-Pac-Islander,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Senior,Male,7th-8th,Italy,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Other-service,Over-time,Small,None,None
Young,Female,11th,United-States,White,Separated,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Widowed,Private,Prof-specialty,Full-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Adm-clerical,Part-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,Asian-Pac-Islander,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Middle-aged,Female,Assoc-acdm,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,Black,Married-civ-spouse,Federal-gov,Exec-managerial,Full-time,Large,None,None
Middle-aged,Male,Masters,United-States,White,Separated,Private,Exec-managerial,Over-time,Large,None,High
Middle-aged,Male,11th,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Large,None,None
Young,Male,Some-college,United-States,Black,Never-married,State-gov,Other-service,Part-time,Small,None,None
Old,Female,HS-grad,United-States,White,Divorced,Local-gov,Adm-clerical,Part-time,Small,None,None
Senior,Male,Masters,United-States,Asian-Pac-Islander,Married-civ-spouse,Federal-gov,Exec-managerial,Over-time,Large,None,None
Middle-aged,Female,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Other-service,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Middle-aged,Male,Masters,United-States,White,Never-married,Local-gov,Prof-specialty,Over-time,Small,None,None
Young,Female,Assoc-voc,United-States,Black,Never-married,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,Black,Divorced,Federal-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Young,Male,HS-grad,United-States,White,Never-married,Private,Adm-clerical,Over-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,Black,Never-married,Federal-gov,Other-service,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Transport-moving,Part-time,Small,None,None
Middle-aged,Male,Bachelors,France,White,Never-married,Private,Prof-specialty,Over-time,Small,Low,None
Senior,Male,Bachelors,United-States,White,Divorced,Private,Sales,Over-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Divorced,Private,Other-service,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,High,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Senior,Male,Masters,United-States,White,Divorced,Private,Sales,Over-time,Large,High,None
Middle-aged,Male,Bachelors,United-States,White,Divorced,Private,Sales,Full-time,Large,None,Low
Middle-aged,Male,HS-grad,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Senior,Female,Some-college,United-States,White,Divorced,State-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Over-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Widowed,Local-gov,Other-service,Part-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,State-gov,Tech-support,Part-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Local-gov,Transport-moving,Full-time,Large,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Young,Male,HS-grad,United-States,White,Divorced,Private,Machine-op-inspct,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,Black,Never-married,Private,Craft-repair,Full-time,Small,None,None
Young,Male,HS-grad,United-States,Black,Never-married,Private,Other-service,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Divorced,Private,Exec-managerial,Full-time,Large,None,High
Young,Female,Some-college,United-States,White,Never-married,Federal-gov,Tech-support,Part-time,Small,None,None
Middle-aged,Female,Prof-school,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,None
Middle-aged,Female,HS-grad,United-States,White,Separated,Private,Other-service,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Divorced,Local-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Large,None,High
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,High,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Over-time,Large,Low,None
Middle-aged,Male,HS-grad,United-States,White,Separated,Private,Craft-repair,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Senior,Female,Assoc-voc,United-States,White,Divorced,Private,Other-service,Full-time,Small,None,None
Middle-aged,Female,Masters,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Workaholic,Large,None,Low
Young,Male,10th,United-States,White,Never-married,Self-emp-not-inc,Farming-fishing,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Black,Married-civ-spouse,Federal-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,10th,United-States,White,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Over-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Senior,Male,7th-8th,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Old,Female,1st-4th,United-States,Black,Widowed,Private,Priv-house-serv,Part-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Protective-serv,Full-time,Large,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Separated,Private,Sales,Full-time,Small,None,None
Young,Female,Some-college,United-States,Asian-Pac-Islander,Never-married,Private,Sales,Part-time,Small,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Full-time,Large,None,High
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,Low,None
Senior,Male,Prof-school,United-States,White,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,Full-time,Small,None,None
Senior,Female,HS-grad,South,Asian-Pac-Islander,Widowed,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Doctorate,India,Asian-Pac-Islander,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,Low,None
Middle-aged,Male,HS-grad,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Large,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Large,High,None
Senior,Female,Bachelors,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,Prof-school,United-States,White,Married-civ-spouse,Private,Prof-specialty,Workaholic,Large,None,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Never-married,Private,Prof-specialty,Over-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Self-emp-not-inc,Farming-fishing,Over-time,Small,None,None
Senior,Female,Some-college,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Over-time,Small,None,None
Young,Female,Assoc-voc,United-States,Black,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Full-time,Small,None,None
Middle-aged,Female,Masters,United-States,White,Never-married,Private,Prof-specialty,Full-time,Small,Low,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Handlers-cleaners,Workaholic,Small,None,None
Senior,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,HS-grad,Mexico,White,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Young,Male,HS-grad,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Tech-support,Over-time,Large,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Divorced,State-gov,Adm-clerical,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Workaholic,Small,None,None
Senior,Female,Some-college,United-States,White,Widowed,Private,Other-service,Full-time,Small,None,None
